sentence_id	text	lemma	translation	alignment
semeval2013.d010.s005	That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .	that number be reach friday before the game against panama ( 0-2 ) , in rommel fernandez .	Ce numéro a été atteint vendredi avant le match contre le Panama (0-2), à Rommel Fernandez.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 11), (10, 12), (11, 13), (12, 16), (13, 17), (14, 18), (15, 19), (16, 20), (17, 21)]
semeval2013.d010.s006	Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .	spanish football_player play in the all-star league and in powerful club of the premier league of england be during the year very active in league and local cup competition and there be high-level shock in the european cup and european champion league .	Les joueurs de football espagnol jouant dans la ligue des étoiles et dans des clubs puissants de la Premier League of England, au cours de l'année, sont très actifs dans les compétitions de ligue et de coupe locale et il y a des chocs de haut niveau dans les Coupes d'Europe et la Ligue européenne des champions.	[(0, 4), (1, 3), (2, 1), (3, 5), (4, 6), (5, 7), (6, 10), (7, 8), (8, 11), (9, 12), (11, 14), (12, 16), (13, 17), (14, 18), (15, 19), (16, 20), (17, 21), (18, 29), (19, 24), (20, 26), (21, 27), (22, 30), (23, 31), (24, 50), (25, 36), (26, 37), (27, 40), (28, 39), (29, 34), (29, 52), (30, 41), (31, 42), (32, 44), (33, 48), (33, 49), (34, 15), (35, 32), (36, 33), (37, 54), (38, 34), (38, 52), (39, 55), (40, 58), (41, 60), (43, 61)]
semeval2013.d010.s007	To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .	to this be add the spanish fury experience in complicated qualification for euro cup and world_cup .	À cela s'ajoute l'expérience de fureur espagnole dans les qualifications compliquées pour la Coupe Euro et la Coupe du monde.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 8), (6, 7), (6, 8), (7, 5), (8, 9), (9, 12), (10, 11), (11, 13), (12, 16), (13, 15), (14, 17), (15, 21), (16, 19), (17, 22)]
semeval2013.d010.s008	The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA	the tico player , however , have a limited international experience in a area such as concacaf , which be consider the lowest level within fifa	Les joueurs TICOS, cependant, ont une expérience internationale limitée dans une région comme la CONCACAF, qui est considérée comme le niveau le plus bas de la FIFA	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 10), (9, 9), (10, 8), (11, 11), (12, 12), (13, 13), (15, 14), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 22), (22, 25), (22, 26), (23, 23), (24, 28), (25, 29)]
semeval2013.d010.s009	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .	we see that the peak of the spanish selection be the goalkeeper iker casilla , who last saturday against england ( game lose with 0-1 in london ) equal the record of the ex goalkeeper andonus zubizarreta , with 126 international match .	Nous voyons que le sommet de la sélection espagnole est le gardien de but Iker Casillas, qui samedi dernier contre l'Angleterre (match perdu avec 0-1 à Londres) a égalé le record de l'ex-gardien Andoni Zubizarreta, avec 126 matchs internationaux.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 8), (8, 7), (9, 9), (10, 10), (11, 11), (12, 14), (13, 15), (14, 16), (15, 17), (16, 19), (17, 18), (18, 20), (19, 22), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (24, 29), (25, 30), (26, 31), (27, 32), (28, 34), (29, 35), (30, 36), (31, 37), (32, 38), (33, 39), (34, 39), (35, 40), (36, 41), (37, 42), (38, 43), (39, 44), (40, 46), (41, 45), (42, 47)]
semeval2013.d010.s010	Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .	casilla will play today against the tricolor and will impose a new record of 127 international match for spain .	Casillas jouera aujourd'hui contre le Tricolor et imposera un nouveau record de 127 matchs internationaux pour l'Espagne.	[(0, 0), (1, 1), (2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 7), (10, 8), (11, 9), (12, 10), (13, 11), (14, 12), (15, 14), (16, 13), (17, 15), (18, 17), (19, 18)]
semeval2013.d010.s011	Xavi Hernandez , the player of Barcelona , has 106 matches .	xavus hernandez , the player of barcelona , have 106 match .	Xavi Hernandez, le joueur de Barcelone, a 106 matchs.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11)]
semeval2013.d010.s012	Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .	casilla and xavus be recognize last week by uefa together with the other player of the iberian team , zubizarreta with 126 match and schalke striker raul gonzalez with 102 .	Casillas et Xavi ont été reconnus la semaine dernière par l'UEFA avec l'autre joueur de l'équipe ibérique, Zubizarreta avec 126 matchs et l'attaquant de Schalke Raul Gonzalez avec 102.	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 5), (5, 8), (6, 7), (7, 9), (8, 11), (9, 3), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 19), (17, 18), (18, 20), (19, 21), (20, 22), (21, 23), (22, 24), (23, 25), (24, 29), (25, 27), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34)]
semeval2013.d010.s013	Almost near the centennial number is Carles Puyol , with 97 games .	almost near the centennial number be carle puyol , with 97 game .	Presque près du numéro du centenaire se trouve Carles Puyol, avec 97 matchs.	[(0, 0), (1, 1), (2, 2), (3, 4), (3, 5), (4, 3), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14)]
semeval2013.d010.s015	On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .	on costa rican side , and close to michael umana , be the left-lateral junior diaz , with 48 match and the striker bryan ruiz , with 45 .	Du côté costaricien, et près de Michael Umana, se trouvent le junior latéral gauche Diaz, avec 48 matchs et l'attaquant Bryan Ruiz, avec 45.	[(0, 0), (1, 2), (2, 2), (3, 1), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 11), (12, 12), (13, 14), (13, 15), (14, 13), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 28), (28, 29)]
semeval2013.d010.s016	After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .	after this , only five exceed the 30 game : keilor nava with 31 , randall azofeifa with 32 , michael barrante with 31 , carlo hernandez with 36 and jose lui lopez with 35 .	Après cela, seulement cinq ont dépassé les 30 matchs: Keilor Navas avec 31, Randall Azofeifa avec 32, Michael Barrantes avec 31, Carlos Hernandez avec 36 et Jose Luis Lopez avec 35.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 28), (28, 29), (29, 30), (30, 31), (31, 32), (32, 33), (33, 34), (34, 35), (35, 36)]
semeval2013.d010.s018	More than 30 matches in Spain have Gerard Piqué ( 37 ) , Sergio Busquets ( 36 ) , Santiago Santi Cazorla ( 32 ) , Alvaro Arbeloa ( 31 ) and Raul Albiol ( 31 ) .	more than 30 match in spain have gerard piqué ( 37 ) , sergio busquet ( 36 ) , santiago santus cazorlum ( 32 ) , alvaro arbeloa ( 31 ) and raul albiol ( 31 ) .	Plus de 30 matchs en Espagne ont Gerard Piqué (37), Sergio Busquets (36), Santiago Santi Cazorla (32), Alvaro Arbeloa (31) et Raul Albiol (31).	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 25), (26, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 32), (33, 33), (34, 34), (35, 35), (36, 36), (37, 37)]
semeval2013.d010.s019	On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .	on the national side , with less than 30 presence , there be roy miller with 26 , winston park with 26 , gabriel badillum with 25 and roy myrie with 23 .	Du côté national, avec moins de 30 présences, il y a Roy Miller avec 26, Winston Parks avec 26, Gabriel Badilla avec 25 et Roy Myrie avec 23.	[(0, 11), (1, 0), (2, 2), (3, 1), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 25), (26, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 32)]
semeval2013.d010.s020	The rest does n't come near the 20 .	the rest do n't come near the 20 .	Le reste ne s'approche pas des 20.	[(0, 0), (1, 1), (3, 2), (3, 3), (3, 5), (4, 4), (5, 4), (6, 6), (7, 7), (8, 8)]
semeval2013.d010.s021	While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .	while nacho moreal have only four game and jordus alba two , in costa_rica victor bolivar have only one olman varga and nelson edder do not debut yet .	Alors que Nacho Moreal n'a que quatre matchs et Jordi Alba Two, au Costa Rica, Victor Bolivar, n'a qu'un seul Olman Vargas et Nelson Edder n'a pas encore fait ses débuts.	[(0, 0), (1, 2), (2, 3), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 8), (11, 13), (11, 17), (12, 14), (13, 15), (14, 16), (15, 18), (16, 19), (17, 22), (18, 23), (19, 24), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 35), (26, 33), (27, 37), (28, 34), (29, 38)]
semeval2013.d010.s022	The leading scorer of Spain is David Villa is , with 50 goals , followed by Fernando Torres with 27 .	the lead scorer of spain be david villa be , with 50 goal , follow by fernando torre with 27 .	Le meilleur buteur de l'Espagne est David Villa est, avec 50 buts, suivi de Fernando Torres avec 27.	[(0, 0), (0, 4), (1, 1), (2, 2), (3, 3), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21)]
semeval2013.d010.s023	For Costa Rica , Bryan Ruiz is the one that registers more points , two more than Carlos Hernandez and three more than Roy Myrie and Parks .	for costa rica , bryan ruiz be the one that register more point , two more than carlo hernandez and three more than roy myrie and park .	Pour le Costa Rica, Bryan Ruiz est celui qui enregistre plus de points, deux de plus que Carlos Hernandez et trois de plus que Roy Myrie et Parks.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 1), (8, 8), (9, 9), (10, 10), (11, 11), (12, 13), (13, 14), (14, 15), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 24), (22, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 30)]
semeval2013.d011.s000	Is immigration a burden or an opportunity for the economy ?	be immigration a burden or a opportunity for the economy ?	L'immigration est-elle un fardeau ou une opportunité pour l'économie?	[(0, 2), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]
semeval2013.d011.s001	Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .	immigration policy under nicola sarkozy be criticise from various aspect a congestion of police , legal and administrative service subject to a policy of number and the compatibility of that policy with the self-proclaimed status of the country as the country of french human_right .	La politique d'immigration en vertu de Nicolas Sarkozy a été critiquée de divers aspects une congestion de services de police, juridiques et administratifs soumis à une politique de nombre et à la compatibilité de cette politique avec le statut autoproclamé du pays en tant que pays des droits de l'homme français.	[(0, 3), (1, 1), (3, 7), (4, 8), (5, 10), (6, 11), (7, 12), (8, 13), (9, 14), (10, 15), (11, 16), (12, 17), (13, 20), (14, 21), (15, 22), (16, 23), (17, 24), (18, 18), (19, 11), (19, 25), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 31), (26, 33), (27, 34), (28, 35), (29, 36), (30, 37), (31, 38), (32, 39), (33, 41), (34, 40), (35, 50), (36, 42), (37, 43), (38, 46), (39, 0), (40, 47), (41, 48), (42, 53), (43, 52), (44, 49), (45, 54)]
semeval2013.d011.s002	More recently , it is administrative harassment of foreign students , which is topical , with the minister of the interior ( `` Libération '' on 23 May ) declaring that France `` does not need foreign talent , bricklayers and waiters . ''	more recently , it be administrative harassment of foreign student , which be topical , with the minister of the interior ( `` libération '' on 23 may ) declare that france `` do not need foreign talent , bricklayer and waiter . ''	Plus récemment, il s'agit du harcèlement administratif des étudiants étrangers, qui est d'actualité, le ministre de l'Intérieur (`` Libération '' le 23 mai) déclarant que la France `` n'a pas besoin de talents étrangers, de maçons et de serveurs.''	[(0, 0), (1, 1), (2, 2), (3, 3), (6, 7), (7, 9), (8, 11), (9, 10), (10, 12), (11, 13), (12, 14), (13, 8), (14, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 23), (22, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 30), (28, 31), (29, 32), (30, 33), (31, 35), (32, 37), (33, 39), (34, 40), (35, 41), (36, 44), (37, 43), (38, 45), (39, 44), (39, 47), (40, 48), (41, 50), (42, 51), (43, 52)]
semeval2013.d011.s003	But it is only rarely analyzed from the economic viewpoint .	but it be only rarely analyze from the economic viewpoint .	Mais il n'est que rarement analysé du point de vue économique.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 2), (5, 6), (6, 7), (7, 9), (8, 11), (9, 8), (9, 10), (10, 12)]
semeval2013.d011.s004	There is a lot of consensus between the Left and the Right on this subject .	there be a lot of consensus between the left and the right on this subject .	Il y a beaucoup de consensus entre la gauche et la droite à ce sujet.	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]
semeval2013.d011.s005	On the Right , the tone was set by Jacques Chirac , who declared in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign workers , '' and on the Left by Michel Rocard explaining in 1990 that France `` can not accommodate all the world 's misery . ''	on the right , the tone be set by jacque chirac , who declare in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign worker , '' and on the left by michel rocard explain in 1990 that france `` can not accommodate all the world 's misery . ''	À droite, le ton a été donné par Jacques Chirac, qui a déclaré en 1976 que `` 900 000 chômeurs ne deviendrait pas un problème dans un pays avec 2 millions de travailleurs étrangers '', et à gauche par Michel Rocard expliquant en 1990 que la France `` ne peut pas s'adapter à la priorité du monde en 1990.''	[(0, 0), (2, 1), (3, 2), (4, 3), (5, 4), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 20), (18, 21), (19, 22), (20, 24), (21, 25), (22, 24), (23, 26), (24, 27), (25, 28), (26, 29), (27, 30), (28, 31), (29, 32), (30, 33), (31, 34), (32, 36), (33, 35), (34, 38), (35, 37), (36, 39), (37, 40), (39, 41), (40, 42), (41, 43), (42, 44), (43, 45), (44, 46), (45, 47), (46, 48), (47, 50), (48, 51), (48, 52), (49, 54), (50, 55), (51, 57), (51, 58), (53, 49), (54, 62), (55, 56), (57, 65), (58, 66)]
semeval2013.d011.s006	The only difference , the degree of generosity	the only difference , the degree of generosity	La seule différence, le degré de générosité	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)]
semeval2013.d011.s007	In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .	in 2005 , the fear of invasion of the national territory by horde of polish plumber be feel both on the left and on the right .	En 2005, la peur de l'invasion du territoire national par des hordes de plombiers polonais s'est sentie à la fois à gauche et à droite.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 7), (7, 8), (8, 6), (9, 10), (10, 9), (11, 11), (12, 13), (13, 14), (14, 16), (15, 15), (16, 18), (17, 19), (18, 22), (19, 23), (20, 20), (21, 24), (22, 25), (23, 26), (25, 27), (26, 28)]
semeval2013.d011.s008	Both sides see immigrants as a burden on the French economy and on French society .	both side see immigrant as a burden on the french economy and on french society .	Les deux parties considèrent les immigrants comme un fardeau pour l'économie française et la société française.	[(0, 1), (1, 2), (1, 3), (2, 3), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 12), (10, 11), (11, 13), (13, 16), (14, 15), (15, 17)]
semeval2013.d011.s009	The only difference resides in the degree of generosity , which one deigns to grant to immigrants .	the only difference reside in the degree of generosity , which one deign to grant to immigrant .	La seule différence réside dans le degré de générosité que l'on daigne d'accorder aux immigrants.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 8), (10, 9), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17)]
semeval2013.d011.s010	In his program , François Hollande confines himself to banalities , saying that co-development would allow our immigration problem to be solved . ''	in he program , françois hollande confines himself to banality , say that co-development would allow we immigration problem to be solve . ''	Dans son programme, François Hollande se limite aux banalités, affirmant que le co-développement permettrait à notre problème d'immigration.''	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 7), (6, 11), (7, 6), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 14), (14, 15), (15, 15), (16, 17), (17, 20), (18, 18), (19, 16), (20, 13), (21, 14), (22, 21), (23, 22)]
semeval2013.d011.s011	This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .	this notion of immigration be a burden and a problem , may be a electoral asset , but it be economically very costly .	Cette notion d'immigration étant un fardeau et un problème peut être un atout électoral, mais il est économiquement très coûteux.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 14), (10, 15), (11, 10), (12, 11), (13, 12), (14, 14), (15, 13), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22)]
semeval2013.d011.s012	As the economists Ian Goldin and Geoffrey Cameron , remind us in a recent book summarising the most recent knowledge of immigration ( Exceptional People : How Migration Shaped Our World and Will Define Our Future , mai 2011 , Princeton University Press , 352 pp . ) , there is wide consensus among specialists on the positive impact of migration flows on economic growth , wages and employment in countries , which admit immigrants .	as the economist ian goldin and geoffrey cameron , remind we in a recent book summarise the most recent knowledge of immigration ( exceptional people : how migration shaped our world and will define our future , mai 2011 , princeton university press , 352 pp . ) , there be wide consensus among specialist on the positive impact of migration flow on economic_growth , wage and employment in country , which admit immigrant .	En tant qu'économistes Ian Goldin et Geoffrey Cameron, nous rappelez-nous un livre récent résumant les connaissances les plus récentes de l'immigration (People exceptionnel: comment la migration a façonné notre monde et définira notre avenir, MAI 2011, Princeton University Press, 352 pp.), Il y a un large consensus parmi les spécialistes sur les impact positifs des débits de migration sur la croissance économique, les scolarisations et l'emploi dans les pays, qui admettent les immigrants.	[(0, 0), (1, 59), (2, 3), (2, 18), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 11), (10, 10), (11, 11), (12, 13), (13, 15), (14, 14), (15, 16), (16, 17), (17, 20), (18, 21), (19, 18), (20, 22), (21, 24), (22, 25), (24, 26), (25, 28), (26, 29), (27, 31), (28, 33), (29, 34), (30, 35), (31, 36), (32, 37), (33, 37), (33, 39), (34, 38), (35, 39), (36, 40), (37, 41), (38, 42), (39, 43), (40, 44), (41, 45), (42, 46), (43, 47), (44, 48), (45, 49), (46, 49), (46, 78), (47, 50), (48, 51), (49, 52), (50, 54), (51, 56), (52, 57), (53, 58), (54, 60), (55, 61), (56, 62), (57, 64), (58, 63), (59, 65), (60, 68), (61, 66), (62, 69), (63, 72), (64, 71), (65, 73), (66, 75), (67, 76), (68, 78), (69, 79), (70, 81), (71, 82), (72, 83), (73, 84), (74, 86), (75, 87)]
semeval2013.d011.s013	Restraining immigration leads to anaemic growth and harms employment .	restraining immigration lead to anaemic growth and harm employment .	L'immigration restreinte entraîne une croissance anémique et nuise à l'emploi.	[(0, 2), (1, 1), (2, 3), (4, 6), (5, 5), (6, 7), (7, 8), (8, 11), (9, 12)]
semeval2013.d011.s014	Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .	fear about the impact of immigrant be base on the notion that they be liable to replace native worker , in particular unskilled one , exert downward pressure on wage .	Les craintes concernant l'impact des immigrants sont basées sur la notion qu'ils sont susceptibles de remplacer les travailleurs indigènes, en particulier non qualifiés, exerçant une pression à la baisse sur les salaires.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 20), (18, 19), (19, 21), (20, 22), (21, 23), (22, 24), (22, 25), (24, 26), (25, 27), (26, 28), (26, 32), (27, 29), (28, 33), (29, 35), (30, 36)]
semeval2013.d011.s015	But experience shows that in reality immigrants are much more complementary to , rather than replacements of , local labor , exercising trades in which there is a shortage of local labor .	but experience show that in reality immigrant be much more complementary to , rather than replacement of , local labor , exercise trade in which there be a shortage of local labor .	Mais l'expérience montre qu'en réalité, les immigrants sont beaucoup plus complémentaires, plutôt que des remplacements de la main-d'œuvre locale, de l'exercice des métiers dans lesquels il y a une pénurie de travail local.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (12, 7), (12, 14), (13, 15), (14, 16), (15, 18), (16, 19), (17, 7), (17, 14), (18, 25), (19, 24), (20, 26), (21, 17), (21, 29), (22, 31), (23, 32), (24, 33), (25, 34), (26, 36), (27, 37), (28, 38), (29, 39), (30, 41), (31, 40), (32, 42)]
semeval2013.d011.s016	Unskilled immigrants work in sectors , which do not attract local labor and the most highly skilled ones in dynamic sectors where training does is not linked to offers of employment .	unskilled immigrant work in sector , which do not attract local labor and the most highly skilled one in dynamic sector where training do be not link to offer of employment .	Les immigrants non qualifiés travaillent dans des secteurs, qui n'attirent pas le travail local et les plus qualifiés dans les secteurs dynamiques où la formation n'est pas liée aux offres d'emploi.	[(0, 0), (0, 2), (1, 1), (2, 4), (3, 5), (4, 7), (5, 8), (6, 9), (7, 11), (8, 12), (9, 11), (10, 15), (11, 14), (12, 16), (13, 17), (14, 18), (16, 19), (18, 20), (19, 23), (20, 22), (21, 24), (22, 26), (24, 28), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35)]
semeval2013.d011.s017	A positive effect on wages	a positive effect on wage	Un effet positif sur les salaires	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 5)]
semeval2013.d011.s018	In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .	in the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetist , the complementarity exist between local and immigrant bring it about that the arrival of immigrant have a positive effect on the pay of local .	De la même manière qu'un chirurgien aurait du mal à travailler dans un pays avec une pénurie d'anesthésistes, les complémentarités existantes entre les habitants et les immigrants le font savoir que l'arrivée des immigrants a un effet positif sur la rémunération des habitants.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22), (24, 23), (25, 24), (26, 25), (26, 26), (27, 27), (28, 29), (29, 31), (30, 30), (31, 32), (32, 33), (33, 34), (34, 35), (35, 36), (36, 37), (37, 38), (38, 39), (39, 41), (40, 40), (41, 42), (42, 43), (43, 44), (44, 45), (45, 46), (46, 47)]
semeval2013.d011.s019	Giovanni Peri has calculated that a rise of 1 % in the migratory flow causes an increase of between 0,6 and 0,9 % in real long-term pay .	giovannus perus have calculate that a rise of 1 % in the migratory flow cause a increase of between 0,6 and 0,9 % in real long-term pay .	Giovanni Peri a calculé qu'une augmentation de 1% dans le flux migratoire entraîne une augmentation entre 0,6 et 0,9% dans une rémunération réelle à long terme.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 13), (13, 12), (14, 14), (15, 15), (16, 16), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22), (24, 25), (25, 27), (25, 28), (26, 24), (27, 29)]
semeval2013.d011.s020	And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .	and do so without take into account the fact that the diversity contribute by immigrant contribute to the creation of idea and to economic_growth ( a large proportion of naturalised immigrant be among american nobel_prize winner , whilst google , intel , paypal , ebay and yahoo be all found by immigrant ) .	Et le fait sans tenir compte du fait que la diversité contribuée par les immigrants contribue à la création d'idées et à la croissance économique (une grande partie d'immigrants naturalisés figurent parmi les lauréats américains du prix Nobel, tandis que Google, Intel, Paypal, Ebay et Yahoo ont tous été fondés par des immigrants).	[(0, 0), (1, 2), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 14), (15, 15), (16, 16), (17, 17), (17, 23), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 25), (24, 24), (25, 26), (26, 27), (27, 28), (28, 29), (29, 30), (30, 32), (31, 31), (32, 33), (33, 34), (34, 37), (35, 40), (36, 39), (37, 36), (37, 37), (38, 41), (38, 42), (39, 42), (40, 44), (41, 45), (42, 46), (43, 47), (44, 48), (45, 49), (46, 50), (47, 51), (48, 52), (49, 53), (50, 54), (51, 56), (52, 57), (53, 59), (54, 60), (55, 61)]
semeval2013.d011.s021	Migrants are also net contributors to social systems , averaging 1 % of the total budgets of European countries .	migrant be also net contributor to social_system , average 1 % of the total budget of european_country .	Les migrants contribuent également aux systèmes sociaux, avec une moyenne de 1% du budget total des pays européens.	[(0, 1), (1, 2), (2, 3), (4, 2), (4, 5), (5, 4), (6, 6), (7, 5), (8, 7), (9, 8), (9, 10), (10, 12), (11, 13), (12, 14), (13, 0), (14, 16), (15, 15), (15, 19), (16, 17), (17, 19), (18, 18), (19, 20)]
